"Id","HomePoints","AwayPoints"
"401525867","27","14"
"401525868","29","32"
"401525869","24","31"
"401525870","41","3"
"401525871","31","29"
"401525872","34","48"
"401525873","18","30"
"401525874","38","33"
"401525875","41","0"
"401525876","45","13"
"401525877","35","6"
"401525878","28","41"
"401525879","35","28"
"401525880","24","25"
"401525881","26","28"
"401525882","21","28"
"401525883","27","24"
"401525884","33","30"
"401525885","37","7"
"401525886","13","45"
"401525887","14","24"
"401525888","13","16"
"401525889","59","25"
"401525890","59","20"
"401525891","26","29"
"401525892","45","3"
"401525893","24","31"
"401525894","30","43"
"401525895","16","26"
"401525896","27","31"
"401525897","42","17"
"401525898","24","23"
"401525899","42","21"
"401525900","69","45"
"401525901","57","7"
"401525902","31","34"
"401525903","16","49"
"401525904","35","42"
"401525905","40","34"
"401525906","27","13"
"401526833","28","41"
"401526834","19","17"
"401526835","31","34"
"401526836","28","52"
"401526837","24","41"
"401531337","42","7"
"401531338","14","22"
"401531339","48","26"
"401531340","20","17"
"401531341","10","42"
"401531342","69","10"
"401531343","26","33"
"401531344","24","22"
"401531345","28","35"
"401531346","27","29"
"401531347","37","17"
"401531348","3","21"
"401531349","36","7"
"401531370","35","23"
"401531371","21","31"
"401531372","35","28"
"401531373","28","30"
"401531374","10","13"
"401531375","8","24"
"401531376","29","16"
"401531377","35","6"
"401531378","49","35"
"401531379","21","41"
"401531380","56","35"
"401531381","41","20"
"401531382","21","45"
"401531383","45","42"
"401531384","31","6"
"401531385","34","24"
"401531386","45","42"
"401531387","24","21"
"401531388","41","9"
"401531389","34","49"
"401531390","45","14"
"401531391","0","55"
"401531392","32","18"
"401531393","27","23"
"401531394","21","45"
"401531395","20","13"
"401531396","29","37"
"401531397","10","36"
"401531398","41","27"
"401531399","29","37"
"401531400","34","14"
"401531401","49","21"
"401531402","24","3"
"401531403","25","41"
"401531404","34","16"
"401531405","0","14"
"401531406","7","10"
"401531407","16","38"
"401531408","38","44"
"401531409","7","28"
"401531410","48","14"
"401531411","13","31"
"401531412","43","28"
"401531413","44","0"
"401531414","24","17"
"401531415","10","31"
"401531416","7","22"
"401531417","10","0"
"401531418","42","20"
"401531419","10","17"
"401531420","14","56"
"401531421","24","21"
"401531422","38","24"
"401531423","42","29"
"401531424","30","44"
"401531425","59","50"
"401531426","56","14"
"401531427","3","37"
"401531428","28","24"
"401531429","35","32"
"401531430","42","45"
"401531431","34","38"
"401531432","24","0"
"401531433","27","24"
"401531434","6","17"
"401531435","59","14"
"401531436","45","31"
"401531437","45","21"
"401531438","69","0"
"401531440","31","36"
"401531441","59","7"
"401531834","42","35"
"401531835","45","24"
"401531836","34","0"
"401531837","38","3"
"401531838","21","17"
"401531839","38","13"
"401531840","40","14"
"401531841","48","30"
"401531842","38","31"
"401531843","24","14"
"401531844","35","17"
"401531845","66","7"
"401531846","31","7"
"401531847","77","34"
"401531848","14","16"
"401531849","17","30"
"401531870","22","19"
"401531871","3","40"
"401531872","38","45"
"401531873","10","9"
"401531874","44","37"
"401531875","45","38"
"401531876","30","34"
"401531877","35","24"
"401531878","38","28"
"401531879","7","28"
"401531880","31","23"
"401531881","41","35"
"401531882","40","41"
"401531883","36","50"
"401531884","34","30"
"401531885","7","55"
"401531886","13","17"
"401531887","37","3"
"401531888","24","27"
"401531889","41","24"
"401531890","41","13"
"401531891","21","20"
"401531892","55","3"
"401531893","9","20"
"401531894","38","28"
"401531895","28","21"
"401531896","17","27"
"401531897","17","20"
"401531898","48","38"
"401531899","34","6"
"401531900","30","27"
"401531901","24","34"
"401531902","20","33"
"401531903","13","31"
"401531904","28","10"
"401531905","31","9"
"401531906","14","42"
"401531907","24","28"
"401531908","37","17"
"401531909","24","7"
"401531910","45","24"
"401531911","31","34"
"401531912","31","23"
"401531913","14","42"
"401531914","38","33"
"401531915","14","45"
"401531916","21","14"
"401531917","17","20"
"401531918","23","26"
"401531919","77","31"
"401531920","28","0"
"401531921","31","24"
"401531922","55","27"
"401531923","14","56"
"401531924","35","21"
"401531925","25","24"
"401531926","52","21"
"401531927","17","35"
"401531928","52","44"
"401531929","44","27"
"401532392","20","13"
"401532393","35","17"
"401532394","33","23"
"401532395","27","10"
"401532396","45","42"
"401532397","11","14"
"401532398","71","3"
"401532399","24","21"
"401532400","38","15"
"401532401","37","40"
"401532402","45","7"
"401532403","21","17"
"401532404","38","10"
"401532405","7","38"
"401532406","49","31"
"401532407","53","10"
"401532408","62","20"
"401532409","42","24"
"401532410","26","23"
"401532411","35","33"
"401532412","10","13"
"401532413","3","23"
"401532414","24","10"
"401532415","37","13"
"401532416","27","0"
"401532417","42","17"
"401532418","14","55"
"401532419","6","13"
"401532420","17","10"
"401532421","14","24"
"401532422","28","14"
"401532423","21","34"
"401532424","23","13"
"401532425","24","17"
"401532426","20","13"
"401532427","17","21"
"401532428","20","17"
"401532429","41","14"
"401532430","6","24"
"401532431","21","45"
"401532432","16","30"
"401532433","37","31"
"401532434","31","13"
"401532435","24","21"
"401532436","31","27"
"401532437","17","20"
"401532438","38","28"
"401532439","10","20"
"401532440","49","23"
"401532441","19","0"
"401532442","19","49"
"401532443","31","32"
"401532444","24","0"
"401532445","30","27"
"401532446","34","20"
"401532447","23","10"
"401532448","34","3"
"401532449","11","24"
"401532450","10","34"
"401532451","17","32"
"401532452","14","25"
"401532453","27","37"
"401532454","15","17"
"401532570","42","7"
"401532571","36","28"
"401532572","44","14"
"401532573","17","42"
"401532574","34","31"
"401532575","31","20"
"401532576","6","33"
"401532577","56","10"
"401532578","59","3"
"401532579","78","28"
"401532580","31","17"
"401532581","39","21"
"401532582","42","18"
"401532583","31","34"
"401532584","20","45"
"401532585","41","20"
"401532586","44","20"
"401532587","27","9"
"401532588","35","26"
"401532589","49","10"
"401532590","44","24"
"401532591","24","19"
"401532592","35","27"
"401532593","31","30"
"401532594","32","37"
"401532595","34","41"
"401532596","24","52"
"401532597","27","45"
"401532598","34","27"
"401532599","25","23"
"401532600","42","21"
"401532601","0","6"
"401532602","42","21"
"401532603","13","30"
"401532604","34","24"
"401532605","0","35"
"401532606","31","24"
"401532607","32","7"
"401532608","37","30"
"401532609","24","15"
"401532610","14","27"
"401532611","14","56"
"401532612","24","32"
"401532613","27","13"
"401532614","42","18"
"401532615","41","24"
"401532616","42","14"
"401532617","22","19"
"401532618","34","14"
"401532619","10","45"
"401532620","42","9"
"401532621","30","20"
"401532622","17","25"
"401532623","24","13"
"401532624","27","31"
"401532625","27","19"
"401532626","27","24"
"401532627","33","18"
"401532628","31","37"
"401532629","41","44"
"401532630","6","42"
"401539475","34","31"
"401539476","49","35"
