"Id","Season","Week","SeasonType","StartDate","StartTimeTBD","Completed","NeutralSite","ConferenceGame","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","HomeLineScores","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints","AwayLineScores"
"401628374","2024","5","regular","2024-09-28T23:30:00.000Z","false","true","false","true","333","Alabama","fbs","SEC","41","21,9,3,8","61","Georgia","fbs","SEC","34","0,7,8,19"
"401628375","2024","5","regular","2024-09-28T19:30:00.000Z","false","true","false","true","2","Auburn","fbs","SEC","21","0,14,0,7","201","Oklahoma","fbs","SEC","27","7,0,3,17"
"401628376","2024","5","regular","2024-09-28T23:45:00.000Z","false","true","false","false","99","LSU","fbs","SEC","42","21,14,0,7","6","South Alabama","fbs","Sun Belt","10","0,3,7,0"
"401628377","2024","5","regular","2024-09-28T16:00:00.000Z","false","true","false","true","145","Ole Miss","fbs","SEC","17","7,0,10,0","96","Kentucky","fbs","SEC","20","3,7,3,7"
"401628378","2024","5","regular","2024-09-28T20:15:00.000Z","false","true","false","true","251","Texas","fbs","SEC","35","7,7,7,14","344","Mississippi State","fbs","SEC","13","0,6,0,7"
"401628379","2024","6","regular","2024-10-05T23:30:00.000Z","false","true","false","true","8","Arkansas","fbs","SEC","19","3,0,7,9","2633","Tennessee","fbs","SEC","14","0,0,14,0"
"401628380","2024","6","regular","2024-10-05T23:45:00.000Z","false","true","false","false","57","Florida","fbs","SEC","24","7,17,0,0","2116","UCF","fbs","Big 12","13","3,0,3,7"
"401628381","2024","6","regular","2024-10-05T19:30:00.000Z","false","true","false","true","61","Georgia","fbs","SEC","31","7,7,7,10","2","Auburn","fbs","SEC","13","3,0,7,3"
"401628382","2024","6","regular","2024-10-05T19:30:00.000Z","false","true","false","true","2579","South Carolina","fbs","SEC","3","0,3,0,0","145","Ole Miss","fbs","SEC","27","14,10,3,0"
"401628383","2024","6","regular","2024-10-05T16:00:00.000Z","false","true","false","true","245","Texas A&M","fbs","SEC","41","10,14,10,7","142","Missouri","fbs","SEC","10","0,0,7,3"
"401628384","2024","6","regular","2024-10-05T20:15:00.000Z","false","true","false","true","238","Vanderbilt","fbs","SEC","40","13,10,7,10","333","Alabama","fbs","SEC","35","7,7,14,7"
"401628385","2024","7","regular","2024-10-12T16:00:00.000Z","false","true","false","true","333","Alabama","fbs","SEC","27","7,7,0,13","2579","South Carolina","fbs","SEC","25","0,12,7,6"
"401628386","2024","7","regular","2024-10-12T20:15:00.000Z","false","true","false","true","61","Georgia","fbs","SEC","41","10,17,7,7","344","Mississippi State","fbs","SEC","31","3,7,14,7"
"401628387","2024","7","regular","2024-10-12T23:45:00.000Z","false","true","false","true","96","Kentucky","fbs","SEC","13","0,7,0,6","238","Vanderbilt","fbs","SEC","20","7,7,3,3"
"401628388","2024","7","regular","2024-10-12T23:30:00.000Z","false","true","false","true","99","LSU","fbs","SEC","29","0,13,3,7,6","145","Ole Miss","fbs","SEC","26","0,17,3,3,3"
"401628389","2024","7","regular","2024-10-12T16:00:00.000Z","false","true","false","false","113","Massachusetts","fbs","FBS Independents","3","0,3,0,0","142","Missouri","fbs","SEC","45","14,10,21,0"
"401628390","2024","7","regular","2024-10-12T19:30:00.000Z","false","true","true","true","201","Oklahoma","fbs","SEC","3","3,0,0,0","251","Texas","fbs","SEC","34","0,21,3,10"
"401628391","2024","7","regular","2024-10-12T23:00:00.000Z","false","true","false","true","2633","Tennessee","fbs","SEC","23","0,0,10,7,6","57","Florida","fbs","SEC","17","3,0,7,7,0"
"401628392","2024","8","regular","2024-10-19T23:00:00.000Z","false","true","false","true","8","Arkansas","fbs","SEC","10","0,7,3,0","99","LSU","fbs","SEC","34","10,6,8,10"
"401628393","2024","8","regular","2024-10-19T23:45:00.000Z","false","true","false","true","57","Florida","fbs","SEC","48","3,24,7,14","96","Kentucky","fbs","SEC","20","0,13,7,0"
"401628394","2024","8","regular","2024-10-19T20:15:00.000Z","false","true","false","true","344","Mississippi State","fbs","SEC","24","7,10,0,7","245","Texas A&M","fbs","SEC","34","7,14,10,3"
"401628395","2024","8","regular","2024-10-19T16:00:00.000Z","false","true","false","true","142","Missouri","fbs","SEC","21","3,0,3,15","2","Auburn","fbs","SEC","17","0,3,14,0"
"401628396","2024","8","regular","2024-10-19T16:45:00.000Z","false","true","false","true","201","Oklahoma","fbs","SEC","9","0,3,6,0","2579","South Carolina","fbs","SEC","35","21,11,0,3"
"401628397","2024","8","regular","2024-10-19T19:30:00.000Z","false","true","false","true","2633","Tennessee","fbs","SEC","24","0,0,14,10","333","Alabama","fbs","SEC","17","0,7,3,7"
"401628398","2024","8","regular","2024-10-19T23:30:00.000Z","false","true","false","true","251","Texas","fbs","SEC","15","0,0,15,0","61","Georgia","fbs","SEC","30","7,16,0,7"
"401628399","2024","8","regular","2024-10-19T23:00:00.000Z","false","true","false","false","238","Vanderbilt","fbs","SEC","24","3,11,0,10","2050","Ball State","fbs","Mid-American","14","7,0,7,0"
"401628400","2024","9","regular","2024-10-26T19:30:00.000Z","false","true","false","true","333","Alabama","fbs","SEC","34","3,10,14,7","142","Missouri","fbs","SEC","0","0,0,0,0"
"401628401","2024","9","regular","2024-10-26T23:45:00.000Z","false","true","false","true","96","Kentucky","fbs","SEC","10","10,0,0,0","2","Auburn","fbs","SEC","24","0,10,7,7"
"401628402","2024","9","regular","2024-10-26T16:00:00.000Z","false","true","false","true","145","Ole Miss","fbs","SEC","26","7,3,13,3","201","Oklahoma","fbs","SEC","14","7,7,0,0"
"401628403","2024","9","regular","2024-10-26T16:45:00.000Z","false","true","false","true","344","Mississippi State","fbs","SEC","25","7,3,15,0","8","Arkansas","fbs","SEC","58","17,14,10,17"
"401628404","2024","9","regular","2024-10-26T23:30:00.000Z","false","true","false","true","245","Texas A&M","fbs","SEC","38","7,0,14,17","99","LSU","fbs","SEC","23","10,7,0,6"
"401628405","2024","9","regular","2024-10-26T20:15:00.000Z","false","true","false","true","238","Vanderbilt","fbs","SEC","24","7,3,7,7","251","Texas","fbs","SEC","27","14,7,3,3"
"401628406","2024","10","regular","2024-11-02T16:00:00.000Z","false","true","false","true","8","Arkansas","fbs","SEC","31","3,7,14,7","145","Ole Miss","fbs","SEC","63","7,28,21,7"
"401628407","2024","10","regular","2024-11-02T16:45:00.000Z","false","true","false","true","2","Auburn","fbs","SEC","7","0,7,0,0","238","Vanderbilt","fbs","SEC","17","7,0,3,7"
"401628408","2024","10","regular","2024-11-02T19:30:00.000Z","false","true","true","true","61","Georgia","fbs","SEC","34","3,3,14,14","57","Florida","fbs","SEC","20","0,13,0,7"
"401628409","2024","10","regular","2024-11-02T20:15:00.000Z","false","true","false","false","344","Mississippi State","fbs","SEC","45","0,21,14,10","113","Massachusetts","fbs","FBS Independents","20","10,0,0,10"
"401628410","2024","10","regular","2024-11-02T16:00:00.000Z","false","true","false","false","201","Oklahoma","fbs","SEC","59","7,28,14,10","311","Maine","fcs","CAA","14","7,0,0,7"
"401628411","2024","10","regular","2024-11-02T23:30:00.000Z","false","true","false","true","2579","South Carolina","fbs","SEC","44","14,6,10,14","245","Texas A&M","fbs","SEC","20","3,17,0,0"
"401628412","2024","10","regular","2024-11-02T23:45:00.000Z","false","true","false","true","2633","Tennessee","fbs","SEC","28","0,7,14,7","96","Kentucky","fbs","SEC","18","7,3,0,8"
"401628413","2024","11","regular","2024-11-10T00:30:00.000Z","false","true","false","true","99","LSU","fbs","SEC","13","3,3,0,7","333","Alabama","fbs","SEC","42","14,7,7,14"
"401628414","2024","11","regular","2024-11-09T20:30:00.000Z","false","true","false","true","145","Ole Miss","fbs","SEC","28","10,6,6,6","61","Georgia","fbs","SEC","10","7,0,3,0"
"401628415","2024","11","regular","2024-11-10T00:45:00.000Z","false","true","false","true","142","Missouri","fbs","SEC","30","0,3,7,20","201","Oklahoma","fbs","SEC","23","0,9,0,14"
"401628416","2024","11","regular","2024-11-10T00:00:00.000Z","false","true","false","true","2633","Tennessee","fbs","SEC","33","7,13,10,3","344","Mississippi State","fbs","SEC","14","0,7,7,0"
"401628417","2024","11","regular","2024-11-09T17:00:00.000Z","false","true","false","true","251","Texas","fbs","SEC","49","14,21,7,7","57","Florida","fbs","SEC","17","0,0,10,7"
"401628418","2024","11","regular","2024-11-09T21:15:00.000Z","false","true","false","true","238","Vanderbilt","fbs","SEC","7","0,0,7,0","2579","South Carolina","fbs","SEC","28","0,7,14,7"
"401628419","2024","12","regular","2024-11-16T17:00:00.000Z","false","true","false","true","8","Arkansas","fbs","SEC","10","0,0,7,3","251","Texas","fbs","SEC","20","7,3,3,7"
"401628420","2024","12","regular","2024-11-16T20:30:00.000Z","false","true","false","true","57","Florida","fbs","SEC","27","7,3,3,14","99","LSU","fbs","SEC","16","0,10,3,3"
"401628421","2024","12","regular","2024-11-17T00:30:00.000Z","false","true","false","true","61","Georgia","fbs","SEC","31","0,17,7,7","2633","Tennessee","fbs","SEC","17","10,7,0,0"
"401628422","2024","12","regular","2024-11-16T18:30:00.000Z","false","true","false","false","96","Kentucky","fbs","SEC","48","14,10,10,14","93","Murray State","fcs","MVFC","6","0,0,3,3"
"401628423","2024","12","regular","2024-11-16T21:15:00.000Z","false","true","false","true","2579","South Carolina","fbs","SEC","34","7,14,0,13","142","Missouri","fbs","SEC","30","6,0,6,18"
"401628424","2024","12","regular","2024-11-17T00:45:00.000Z","false","true","false","false","245","Texas A&M","fbs","SEC","38","17,7,7,7","166","New Mexico State","fbs","Conference USA","3","0,0,0,3"
"401628425","2024","12","regular","2024-11-16T19:00:00.000Z","false","true","false","false","333","Alabama","fbs","SEC","52","14,17,7,14","2382","Mercer","fcs","Southern","7","0,7,0,0"
"401628426","2024","12","regular","2024-11-16T17:45:00.000Z","false","true","false","false","2","Auburn","fbs","SEC","48","10,14,14,10","2433","UL Monroe","fbs","Sun Belt","14","0,0,7,7"
"401628427","2024","13","regular","2024-11-23T21:00:00.000Z","false","true","false","false","8","Arkansas","fbs","SEC","35","0,14,7,14","2348","Louisiana Tech","fbs","Conference USA","14","0,0,7,7"
"401628428","2024","13","regular","2024-11-24T00:30:00.000Z","false","true","false","true","2","Auburn","fbs","SEC","43","14,7,7,3,7,3,0,2","245","Texas A&M","fbs","SEC","41","0,7,14,10,7,3,0,0"
"401628429","2024","13","regular","2024-11-23T17:00:00.000Z","false","true","false","true","57","Florida","fbs","SEC","24","0,14,3,7","145","Ole Miss","fbs","SEC","17","0,14,3,0"
"401628430","2024","13","regular","2024-11-23T17:45:00.000Z","false","true","false","false","61","Georgia","fbs","SEC","59","7,21,17,14","113","Massachusetts","fbs","FBS Independents","21","7,7,7,0"
"401628431","2024","13","regular","2024-11-24T00:45:00.000Z","false","true","false","true","99","LSU","fbs","SEC","24","7,7,7,3","238","Vanderbilt","fbs","SEC","17","7,0,3,7"
"401628432","2024","13","regular","2024-11-23T21:15:00.000Z","false","true","false","true","344","Mississippi State","fbs","SEC","20","10,3,7,0","142","Missouri","fbs","SEC","39","14,14,3,8"
"401628433","2024","13","regular","2024-11-24T00:30:00.000Z","false","true","false","true","201","Oklahoma","fbs","SEC","24","0,10,14,0","333","Alabama","fbs","SEC","3","3,0,0,0"
"401628434","2024","13","regular","2024-11-23T21:00:00.000Z","false","true","false","false","2579","South Carolina","fbs","SEC","56","7,14,14,21","2747","Wofford","fcs","Southern","12","3,6,0,3"
"401628435","2024","13","regular","2024-11-23T18:00:00.000Z","false","true","false","false","2633","Tennessee","fbs","SEC","56","0,28,21,7","2638","UTEP","fbs","Conference USA","0","0,0,0,0"
"401628436","2024","13","regular","2024-11-23T20:30:00.000Z","false","true","false","true","251","Texas","fbs","SEC","31","7,17,0,7","96","Kentucky","fbs","SEC","14","0,7,7,0"
"401628437","2024","14","regular","2024-11-30T20:30:00.000Z","false","true","false","true","333","Alabama","fbs","SEC","28","7,7,14,0","2","Auburn","fbs","SEC","14","0,6,8,0"
"401628438","2024","14","regular","2024-12-01T00:00:00.000Z","false","true","false","false","52","Florida State","fbs","ACC","11","0,0,3,8","57","Florida","fbs","SEC","31","7,7,3,14"
"401628439","2024","14","regular","2024-11-30T00:30:00.000Z","false","true","false","false","61","Georgia","fbs","SEC","44","0,0,6,21,7,6,0,0,2,0,0,2","59","Georgia Tech","fbs","ACC","42","3,14,0,10,7,6,0,0,2,0,0,0"
"401628440","2024","14","regular","2024-11-30T17:00:00.000Z","false","true","false","false","96","Kentucky","fbs","SEC","14","0,0,7,7","97","Louisville","fbs","ACC","41","7,13,14,7"
"401628441","2024","14","regular","2024-12-01T00:00:00.000Z","false","true","false","true","99","LSU","fbs","SEC","37","7,17,7,6","201","Oklahoma","fbs","SEC","17","7,10,0,0"
"401628442","2024","14","regular","2024-11-29T20:30:00.000Z","false","true","false","true","145","Ole Miss","fbs","SEC","26","10,7,3,6","344","Mississippi State","fbs","SEC","14","14,0,0,0"
"401628443","2024","14","regular","2024-11-30T20:30:00.000Z","false","true","false","true","142","Missouri","fbs","SEC","28","7,0,3,18","8","Arkansas","fbs","SEC","21","0,7,7,7"
"401628444","2024","14","regular","2024-11-30T17:00:00.000Z","false","true","false","false","228","Clemson","fbs","ACC","14","0,7,7,0","2579","South Carolina","fbs","SEC","17","0,7,0,10"
"401628445","2024","14","regular","2024-12-01T00:30:00.000Z","false","true","false","true","245","Texas A&M","fbs","SEC","7","0,0,7,0","251","Texas","fbs","SEC","17","7,10,0,0"
"401628446","2024","14","regular","2024-11-30T17:00:00.000Z","false","true","false","true","238","Vanderbilt","fbs","SEC","23","17,0,0,6","2633","Tennessee","fbs","SEC","36","7,17,9,3"
"401628448","2024","1","regular","2024-08-30T00:00:00.000Z","false","true","false","false","135","Minnesota","fbs","Big Ten","17","0,14,0,3","153","North Carolina","fbs","ACC","19","0,7,6,6"
"401628449","2024","1","regular","2024-08-31T19:30:00.000Z","false","true","false","false","84","Indiana","fbs","Big Ten","31","14,7,3,7","2229","Florida International","fbs","Conference USA","7","0,7,0,0"
"401628450","2024","1","regular","2024-08-31T16:00:00.000Z","false","true","false","false","2294","Iowa","fbs","Big Ten","40","3,3,13,21","2287","Illinois State","fcs","MVFC","0","0,0,0,0"
"401628451","2024","1","regular","2024-08-31T16:00:00.000Z","false","true","false","false","120","Maryland","fbs","Big Ten","50","14,9,13,14","41","UConn","fbs","FBS Independents","7","0,0,7,0"
"401628452","2024","1","regular","2024-08-31T23:30:00.000Z","false","true","false","false","130","Michigan","fbs","Big Ten","30","7,3,3,17","278","Fresno State","fbs","Mountain West","10","0,3,0,7"
