"Id","HomePoints","AwayPoints"
"401301043","8","37"
"401301044","13","20"
"401301045","31","13"
"401301046","48","14"
"401301047","35","38"
"401301048","45","14"
"401301049","44","10"
"401301050","17","13"
"401301051","13","35"
"401301052","17","45"
"401301053","33","28"
"401301054","14","38"
"401301055","31","34"
"401301056","13","17"
"401308834","23","10"
"401308835","28","17"
"401308836","13","12"
"401308837","34","21"
"401308838","17","24"
"401308839","35","33"
"401308840","45","18"
"401308841","34","7"
"401308842","48","47"
"401308843","42","7"
"401309540","31","21"
"401309541","35","15"
"401309542","69","7"
"401309543","49","10"
"401309544","28","0"
"401309545","60","10"
"401309546","19","22"
"401309547","43","50"
"401309548","45","0"
"401309549","45","12"
"401309550","35","14"
"401309551","27","10"
"401309552","25","28"
"401309553","6","22"
"401309554","23","3"
"401309555","12","22"
"401309556","41","14"
"401309557","59","21"
"401309558","27","20"
"401309559","28","16"
"401309560","17","34"
"401309561","17","24"
"401309562","27","20"
"401309563","20","45"
"401309564","20","22"
"401309565","48","38"
"401309566","20","35"
"401309567","27","30"
"401309568","31","38"
"401309569","26","23"
"401309570","34","26"
"401309571","27","26"
"401309572","64","31"
"401309573","34","15"
"401309574","24","55"
"401309575","10","45"
"401309576","27","34"
"401309577","38","39"
"401309578","44","56"
"401309579","25","31"
"401309580","49","52"
"401309581","30","42"
"401309582","52","47"
"401309583","26","34"
"401309584","45","40"
"401309585","17","49"
"401309586","54","30"
"401309587","30","29"
"401309588","22","21"
"401309589","23","35"
"401309590","27","33"
"401309591","17","37"
"401309592","0","38"
"401309593","20","3"
"401309594","21","42"
"401309595","31","10"
"401309596","21","10"
"401309597","49","14"
"401309598","40","21"
"401309600","30","25"
"401309601","10","43"
"401309602","55","3"
"401309603","27","24"
"401309604","44","10"
"401309605","52","3"
"401309606","49","14"
"401309607","12","7"
"401309608","28","21"
"401309609","34","42"
"401309610","20","28"
"401309611","29","16"
"401309612","16","45"
"401309613","59","33"
"401309614","59","6"
"401309615","18","20"
"401309616","20","52"
"401309617","27","24"
"401309618","21","55"
"401309619","33","31"
"401309620","41","13"
"401309621","41","14"
"401309622","28","31"
"401309623","30","27"
"401309624","27","28"
"401309625","28","16"
"401309626","41","31"
"401309627","35","28"
"401309628","59","28"
"401309629","31","13"
"401309630","14","21"
"401309631","45","0"
"401309632","21","17"
"401309633","14","48"
"401309634","8","28"
"401309635","27","19"
"401309636","31","24"
"401309637","31","7"
"401309638","24","27"
"401309639","40","42"
"401309640","30","38"
"401309641","21","35"
"401309642","7","45"
"401309643","28","20"
"401309644","35","21"
"401309645","17","34"
"401309646","27","3"
"401309647","22","24"
"401309648","21","27"
"401309649","37","10"
"401309650","21","16"
"401309753","26","28"
"401309833","44","10"
