possessionTime_diff,turnovers_diff,yardsPerRushAttempt_diff,rushingYards_diff,yardsPerPass_diff,netPassingYards_diff,totalYards_diff,firstDowns_diff,tacklesForLoss_diff,sacks_diff,qbHurries_diff,passesDeflected_diff,thirdDown%_diff,home_win
802,-1.0,-0.7000000000000002,45.0,0.5,-37.0,8.0,7.0,2.0,-1.0,0.0,-1.0,-0.0952380952380952,1
96,-3.0,1.5999999999999996,151.0,-2.3999999999999995,-191.0,-40.0,1.0,-1.0,1.0,0.0,6.0,-0.0512820512820513,1
-574,-2.0,3.2,75.0,-2.799999999999999,-258.0,-183.0,-11.0,4.0,4.0,0.0,1.0,0.0857142857142856,1
621,1.0,-2.1999999999999993,66.0,1.0999999999999996,-43.0,23.0,4.0,0.0,0.0,-1.0,1.0,0.5333333333333333,1
520,1.0,-2.0999999999999996,13.0,1.5999999999999996,70.0,83.0,6.0,3.0,-1.0,3.0,4.0,-0.0256410256410256,0
-608,2.0,0.5,9.0,0.0,-51.0,-42.0,-2.0,1.0,1.0,3.0,1.0,-0.0350877192982456,0
-20,2.0,-0.1,-4.0,-2.9000000000000004,128.0,124.0,15.0,-1.0,-2.0,0.0,-4.0,0.1029411764705882,0
744,1.0,3.9,275.0,-2.1999999999999993,-212.0,63.0,6.0,1.0,2.0,-1.0,4.0,0.0129870129870129,1
-648,0.0,1.5000000000000004,36.0,-2.5999999999999996,-172.0,-136.0,-9.0,-4.0,2.0,0.0,0.0,-0.3475935828877005,1
314,-1.0,-0.5,-3.0,-4.9,-243.0,-246.0,-10.0,-7.0,-4.0,-2.0,3.0,-0.0299145299145299,0
798,-1.0,0.3999999999999994,94.0,-0.2000000000000001,0.0,94.0,8.0,7.0,6.0,0.0,2.0,0.2955465587044534,1
994,-1.0,-0.7000000000000002,48.0,-1.7999999999999998,-13.0,35.0,11.0,-1.0,0.0,2.0,1.0,0.0748663101604278,1
348,1.0,-0.3000000000000002,44.0,1.3999999999999997,67.0,111.0,10.0,-2.0,0.0,1.0,0.0,0.0,0
34,0.0,0.7000000000000002,22.0,3.3000000000000007,-23.0,-1.0,-4.0,7.0,6.0,1.0,4.0,0.0999999999999999,1
178,-1.0,0.1999999999999997,16.0,0.4000000000000003,-54.0,-38.0,-6.0,1.0,2.0,1.0,4.0,-0.0178571428571428,1
118,-2.0,-4.0,-309.0,0.0,149.0,-160.0,1.0,1.0,2.0,1.0,1.0,0.0627450980392156,1
30,1.0,0.0,78.0,-7.4,-90.0,-12.0,8.0,-1.0,-3.0,-4.0,-8.0,-0.1477272727272727,0
-218,-1.0,-1.2000000000000002,-182.0,4.199999999999999,131.0,-51.0,-6.0,2.0,1.0,3.0,-2.0,0.1089743589743589,1
-232,0.0,-2.4999999999999996,-191.0,1.700000000000001,197.0,6.0,-8.0,-2.0,0.0,0.0,3.0,0.1875,0
-192,-2.0,-1.2000000000000002,-132.0,0.3999999999999994,151.0,19.0,5.0,-3.0,-2.0,-1.0,-3.0,0.0428571428571428,1
1302,0.0,1.3999999999999997,262.0,6.199999999999999,-159.0,103.0,3.0,1.0,3.0,0.0,3.0,0.4360902255639098,1
1345,2.0,-0.8999999999999995,80.0,3.4000000000000004,38.0,118.0,9.0,-4.0,-6.0,1.0,0.0,-0.0999999999999999,0
786,3.0,0.6000000000000001,107.0,-2.0999999999999996,19.0,126.0,10.0,-2.0,-2.0,0.0,0.0,0.0625,0
90,0.0,0.3000000000000007,7.0,4.9,98.0,105.0,11.0,0.0,-1.0,0.0,3.0,-0.0160427807486631,1
-699,0.0,-0.1999999999999997,22.0,2.700000000000001,-103.0,-81.0,-2.0,-2.0,-1.0,2.0,5.0,-0.1372549019607843,1
-644,-1.0,-0.7999999999999998,-84.0,2.200000000000001,96.0,12.0,-1.0,2.0,1.0,0.0,3.0,0.2083333333333333,1
572,-2.0,2.5,119.0,-4.300000000000001,-95.0,24.0,0.0,2.0,4.0,-1.0,-2.0,-0.0303030303030303,1
-168,0.0,-0.7000000000000002,-72.0,-0.9000000000000004,33.0,-39.0,-5.0,-1.0,0.0,-3.0,-4.0,-0.1384615384615384,0
-980,0.0,0.2000000000000001,-41.0,4.0,-75.0,-116.0,-15.0,-2.0,-5.0,0.0,4.0,-0.1858974358974359,1
-806,-2.0,-0.2000000000000001,-191.0,-1.0999999999999996,141.0,-50.0,-6.0,5.0,2.0,0.0,-4.0,-0.1848739495798319,1
-1072,-1.0,2.1000000000000005,-73.0,-3.0,-43.0,-116.0,-8.0,-3.0,-1.0,0.0,-2.0,0.1367521367521367,0
156,-3.0,-0.7999999999999998,-113.0,6.300000000000001,176.0,63.0,2.0,3.0,0.0,0.0,1.0,-0.0633484162895927,1
-50,1.0,1.5999999999999996,60.0,-4.300000000000001,-39.0,21.0,0.0,0.0,0.0,-2.0,-6.0,0.088235294117647,0
-250,-1.0,1.6,55.0,-0.6999999999999993,-60.0,-5.0,1.0,-6.0,-3.0,1.0,-3.0,-0.0528846153846153,1
-72,0.0,-2.0,-55.0,4.8,139.0,84.0,3.0,-2.0,2.0,3.0,0.0,-0.0333333333333333,1
-1762,0.0,3.3,-149.0,6.0,125.0,-24.0,-7.0,3.0,-1.0,2.0,1.0,-0.2857142857142857,1
-454,-1.0,-0.2000000000000001,-14.0,-3.7,-141.0,-155.0,-6.0,-5.0,-5.0,1.0,1.0,-0.141025641025641,0
8,2.0,4.5,152.0,1.200000000000001,28.0,180.0,3.0,0.0,1.0,1.0,0.0,0.0,1
-160,0.0,-1.0999999999999996,-4.0,-1.5999999999999996,-118.0,-122.0,-5.0,1.0,-1.0,1.0,-1.0,-0.1714285714285713,0
676,2.0,-1.7999999999999998,-2.0,3.5,103.0,101.0,4.0,-6.0,1.0,0.0,0.0,0.1333333333333333,1
-14,3.0,0.1,48.0,-2.7,-75.0,-27.0,2.0,-4.0,1.0,3.0,0.0,-0.088235294117647,0
94,1.0,-4.1,-204.0,2.3000000000000007,327.0,123.0,1.0,3.0,0.0,-4.0,-3.0,0.1541666666666666,1
-342,-2.0,-2.8000000000000003,-155.0,-1.1999999999999993,35.0,-120.0,3.0,0.0,1.0,0.0,0.0,-0.0625,0
-662,-2.0,-1.2999999999999998,-68.0,-1.3000000000000007,-145.0,-213.0,-11.0,-3.0,0.0,0.0,6.0,-0.1217948717948717,0
-362,0.0,-1.1000000000000003,-135.0,1.0,105.0,-30.0,0.0,-1.0,-1.0,0.0,-2.0,-0.0672268907563025,1
-124,2.0,-0.5,2.0,2.5999999999999996,66.0,68.0,4.0,-6.0,-3.0,0.0,3.0,0.1333333333333333,0
-24,-1.0,-1.5,-52.0,-0.7000000000000002,-25.0,-77.0,0.0,-7.0,-3.0,0.0,-2.0,-0.0166666666666666,0
196,1.0,4.1000000000000005,158.0,0.0999999999999996,63.0,221.0,7.0,10.0,7.0,-1.0,-5.0,0.2013888888888889,1
-260,-1.0,3.8,231.0,12.9,-315.0,-84.0,-13.0,4.0,5.0,0.0,7.0,-0.0444444444444444,1
832,1.0,1.6999999999999995,121.0,0.9000000000000004,8.0,129.0,13.0,5.0,3.0,2.0,3.0,-0.0499999999999999,1
-424,-2.0,-1.9,-173.0,0.9000000000000004,59.0,-114.0,-8.0,-3.0,-3.0,1.0,1.0,-0.3115942028985508,0
704,2.0,0.6000000000000001,40.0,-4.1000000000000005,12.0,52.0,8.0,-1.0,-4.0,-2.0,3.0,0.2955465587044534,0
354,2.0,3.2,232.0,0.0,-74.0,158.0,16.0,0.0,-3.0,5.0,1.0,0.1333333333333333,1
-134,0.0,-2.2,-23.0,-2.7,-163.0,-186.0,-3.0,-8.0,-2.0,-2.0,0.0,-0.2523809523809524,0
-638,-2.0,-2.1,-95.0,3.1999999999999993,110.0,15.0,-4.0,-3.0,-2.0,0.0,8.0,0.031578947368421,0
198,0.0,1.5,87.0,2.0,16.0,103.0,1.0,-6.0,-3.0,2.0,-2.0,-0.0588235294117646,0
-648,-1.0,0.3999999999999999,-65.0,-1.7999999999999998,-95.0,-160.0,-5.0,-1.0,-1.0,2.0,-3.0,-0.2777777777777778,0
-562,0.0,-3.5,-152.0,-2.1999999999999993,-22.0,-174.0,-3.0,-5.0,-5.0,1.0,-3.0,-0.0528846153846153,0
-69,-2.0,0.5999999999999996,35.0,0.7000000000000002,-15.0,20.0,-1.0,9.0,5.0,-1.0,4.0,0.0723981900452488,1
-56,-1.0,-3.5,-158.0,1.3999999999999997,45.0,-113.0,-5.0,-5.0,0.0,-5.0,0.0,0.1710526315789473,1
588,2.0,1.3000000000000005,94.0,2.0999999999999996,118.0,212.0,12.0,-1.0,3.0,1.0,-1.0,0.257918552036199,1
41,0.0,-0.7000000000000002,-14.0,-4.199999999999999,-36.0,-50.0,1.0,-9.0,-3.0,-4.0,0.0,0.1939393939393939,0
508,-1.0,-3.6999999999999993,-58.0,0.8999999999999995,147.0,89.0,18.0,-2.0,-1.0,-1.0,1.0,0.088235294117647,1
-316,2.0,-0.2999999999999998,-27.0,0.9000000000000004,19.0,-8.0,-1.0,0.0,-2.0,-3.0,1.0,0.0625,0
-979,0.0,1.9999999999999996,-47.0,-2.999999999999999,7.0,-40.0,-5.0,4.0,2.0,-4.0,-1.0,-0.0396825396825397,0
-572,-2.0,-1.1,-37.0,-1.7000000000000002,-174.0,-211.0,-12.0,3.0,1.0,0.0,2.0,-0.2,1
-670,-2.0,2.5999999999999996,12.0,1.1000000000000003,37.0,49.0,-6.0,4.0,4.0,0.0,3.0,0.0499999999999999,1
-178,-1.0,2.1999999999999997,71.0,-6.499999999999999,-13.0,58.0,-2.0,-10.0,0.0,0.0,-1.0,-0.1384615384615384,0
414,0.0,0.0,21.0,-2.4000000000000004,106.0,127.0,7.0,0.0,2.0,-1.0,2.0,0.0454545454545454,1
-246,1.0,0.0,-26.0,2.0999999999999996,29.0,3.0,-5.0,5.0,3.0,1.0,-1.0,0.0135746606334841,1
164,0.0,-2.0,-96.0,-0.3000000000000007,117.0,21.0,3.0,3.0,1.0,-6.0,-2.0,0.1014492753623188,0
542,-1.0,0.1,32.0,2.3000000000000007,74.0,106.0,6.0,-1.0,1.0,0.0,0.0,-0.0347222222222222,1
1380,3.0,-0.5999999999999996,105.0,1.1999999999999993,110.0,215.0,22.0,0.0,3.0,1.0,-2.0,0.5666666666666667,1
1188,0.0,1.3999999999999997,88.0,1.7000000000000002,-58.0,30.0,-2.0,-3.0,-1.0,2.0,2.0,-0.3055555555555556,1
-104,1.0,-2.1,-103.0,-3.5,65.0,-38.0,7.0,1.0,0.0,0.0,-1.0,0.1157894736842105,0
472,2.0,-0.3999999999999994,-1.0,0.2999999999999998,61.0,60.0,6.0,1.0,1.0,1.0,-2.0,0.0833333333333333,1
-463,2.0,2.5,45.0,3.1999999999999993,-11.0,34.0,-5.0,-4.0,-1.0,7.0,-1.0,-0.0535714285714285,0
-404,2.0,-1.7999999999999998,-37.0,4.1000000000000005,138.0,101.0,8.0,-5.0,-2.0,7.0,4.0,0.1333333333333333,1
-482,3.0,1.8000000000000005,58.0,-3.3000000000000007,-6.0,52.0,6.0,6.0,1.0,1.0,0.0,0.0361842105263158,0
-1378,2.0,1.6,-29.0,-3.0999999999999996,-130.0,-159.0,-6.0,3.0,1.0,0.0,2.0,-0.0085470085470085,0
258,0.0,1.5999999999999996,87.0,-0.5,-26.0,61.0,6.0,6.0,2.0,7.0,1.0,0.0294117647058823,1
-174,2.0,0.2999999999999998,-30.0,-1.0999999999999996,88.0,58.0,2.0,3.0,3.0,-4.0,-3.0,-0.1458333333333333,0
-74,-1.0,-0.6999999999999997,-17.0,-3.3999999999999995,-41.0,-58.0,2.0,3.0,0.0,0.0,-2.0,0.0384615384615384,1
-50,-2.0,-1.1,-30.0,2.1000000000000005,78.0,48.0,0.0,4.0,2.0,-2.0,-1.0,0.1017543859649122,1
82,-3.0,4.1,209.0,-7.6,-130.0,79.0,6.0,3.0,2.0,1.0,-8.0,0.0625,1
120,-1.0,1.7999999999999998,0.0,2.5999999999999996,36.0,36.0,-7.0,4.0,3.0,3.0,3.0,-0.2638888888888889,1
534,-1.0,-2.6,-117.0,3.3,169.0,52.0,0.0,-1.0,0.0,-2.0,-1.0,0.0486111111111111,1
374,-1.0,1.8999999999999997,161.0,-8.1,-286.0,-125.0,-3.0,1.0,1.0,0.0,-1.0,0.0209790209790209,0
-146,-1.0,-0.7999999999999998,-30.0,-2.1000000000000005,-158.0,-188.0,-11.0,-6.0,0.0,5.0,2.0,-0.088235294117647,0
620,1.0,0.9000000000000004,116.0,-2.999999999999999,-87.0,29.0,9.0,0.0,3.0,-2.0,1.0,0.2708333333333333,0
-754,1.0,0.0999999999999996,-57.0,0.7000000000000002,84.0,27.0,3.0,-5.0,-2.0,-3.0,-1.0,-0.0833333333333333,0
665,0.0,0.1000000000000005,73.0,-3.0999999999999996,-210.0,-137.0,-4.0,-3.0,1.0,0.0,3.0,-0.3777777777777777,0
-982,2.0,1.0999999999999996,-150.0,3.1000000000000005,93.0,-57.0,-14.0,-6.0,-1.0,0.0,1.0,-0.0738636363636363,0
-230,-1.0,2.1,104.0,-2.0,-75.0,29.0,-3.0,-2.0,3.0,2.0,-2.0,-0.1215686274509804,0
64,0.0,2.4000000000000004,81.0,2.4000000000000004,68.0,149.0,1.0,4.0,1.0,2.0,4.0,-0.0705882352941176,0
232,0.0,-1.6999999999999995,-10.0,-2.1999999999999993,-98.0,-108.0,1.0,-6.0,-3.0,0.0,5.0,-0.0606060606060606,1
-618,-2.0,-1.8000000000000005,-126.0,-1.2000000000000002,-24.0,-150.0,-1.0,0.0,1.0,0.0,-1.0,-0.2264957264957265,0
794,-1.0,-1.0999999999999996,-22.0,-0.9000000000000004,146.0,124.0,9.0,3.0,1.0,-4.0,-5.0,0.1161616161616161,1
-538,0.0,-1.7000000000000002,-130.0,4.9,151.0,21.0,-1.0,-3.0,-3.0,-3.0,3.0,-0.2083333333333333,1
-504,0.0,3.0000000000000004,81.0,0.4000000000000003,-103.0,-22.0,-11.0,5.0,2.0,4.0,10.0,-0.0357142857142857,0
-14,-1.0,-3.5000000000000004,-199.0,-0.2000000000000001,204.0,5.0,6.0,-2.0,-1.0,-3.0,-5.0,0.0069444444444444,1
134,0.0,3.0999999999999996,212.0,-7.4,-198.0,14.0,5.0,5.0,4.0,2.0,-1.0,0.2307692307692307,1
-338,-1.0,3.6,97.0,-3.1999999999999993,-128.0,-31.0,1.0,6.0,0.0,-1.0,0.0,-0.2529411764705882,1
-994,3.0,0.7000000000000002,-43.0,0.0,120.0,77.0,-3.0,7.0,-2.0,0.0,2.0,-0.1134453781512604,0
-518,2.0,3.1000000000000005,24.0,3.2,132.0,156.0,0.0,-3.0,1.0,2.0,4.0,0.0909090909090909,1
386,-1.0,-1.0,-44.0,-1.5,-35.0,-79.0,1.0,5.0,4.0,0.0,3.0,0.0714285714285714,1
736,0.0,1.8000000000000005,270.0,-6.2,-329.0,-59.0,-3.0,0.0,1.0,0.0,4.0,0.1928104575163398,1
-294,-1.0,0.2999999999999998,30.0,0.1000000000000005,-21.0,9.0,-1.0,-2.0,2.0,-1.0,0.0,-0.2631578947368421,0
324,-2.0,-4.3,-136.0,2.000000000000001,76.0,-60.0,1.0,-11.0,-4.0,-1.0,-1.0,-0.0222222222222222,1
-875,0.0,-2.8,-117.0,0.3999999999999994,-98.0,-215.0,-10.0,3.0,1.0,4.0,7.0,-0.1902834008097165,1
654,0.0,1.4000000000000004,139.0,0.1999999999999993,-147.0,-8.0,-3.0,-1.0,0.0,3.0,0.0,0.0846153846153846,1
256,-2.0,0.2999999999999998,26.0,-1.9000000000000004,-70.0,-44.0,-1.0,2.0,1.0,2.0,3.0,0.1363636363636363,0
-158,0.0,-1.5999999999999996,-120.0,2.3,126.0,6.0,-4.0,-2.0,4.0,0.0,-8.0,-0.1331269349845201,1
378,2.0,2.6,132.0,-0.5999999999999996,-138.0,-6.0,1.0,-2.0,-2.0,0.0,6.0,-0.1333333333333333,0
-144,2.0,1.7999999999999998,102.0,-0.2999999999999998,9.0,111.0,4.0,-6.0,1.0,5.0,-2.0,0.1794871794871794,1
-630,0.0,-0.2000000000000001,-39.0,1.8999999999999997,85.0,46.0,1.0,-1.0,-4.0,-1.0,-1.0,-0.1038961038961039,1
918,1.0,0.2999999999999998,90.0,2.3000000000000003,47.0,137.0,4.0,0.0,0.0,0.0,2.0,0.1017543859649122,0
28,-1.0,-2.5999999999999996,-216.0,-12.8,44.0,-172.0,-3.0,-6.0,-2.0,0.0,-4.0,-0.0384615384615384,0
34,0.0,2.6000000000000005,145.0,1.5,-147.0,-2.0,-2.0,-5.0,0.0,1.0,-1.0,-0.0528846153846153,1
-526,-1.0,1.3999999999999997,-21.0,-1.8000000000000005,-69.0,-90.0,-10.0,3.0,1.0,3.0,3.0,-0.246031746031746,0
472,2.0,0.2000000000000001,50.0,-0.5999999999999996,82.0,132.0,10.0,-3.0,-3.0,0.0,-1.0,0.0952380952380952,0
-1026,1.0,1.3999999999999997,80.0,4.2,-55.0,25.0,-4.0,2.0,1.0,1.0,1.0,-0.2430555555555555,1
-224,-1.0,-0.2000000000000001,-7.0,-1.6000000000000003,-127.0,-134.0,-8.0,6.0,1.0,3.0,0.0,0.0982142857142857,0
-232,-1.0,1.0,3.0,-10.6,-182.0,-179.0,-9.0,5.0,-1.0,0.0,3.0,-0.1272727272727273,0
460,0.0,-0.1,73.0,2.7,38.0,111.0,1.0,-7.0,-2.0,0.0,3.0,0.0833333333333333,1
77,-2.0,-2.4,-95.0,-2.0,-102.0,-197.0,-10.0,-4.0,-1.0,-2.0,2.0,-0.0784313725490195,1
-132,1.0,2.1,61.0,-1.6000000000000003,-134.0,-73.0,2.0,0.0,0.0,3.0,-3.0,0.1217948717948718,0
386,-2.0,-0.2999999999999998,0.0,-0.1000000000000005,-8.0,-8.0,1.0,-1.0,-2.0,2.0,0.0,0.0673076923076922,1
514,-1.0,3.5,103.0,1.799999999999999,-26.0,77.0,-5.0,2.0,5.0,1.0,1.0,-0.1916666666666666,0
-235,0.0,-2.0999999999999996,-135.0,2.4000000000000004,105.0,-30.0,1.0,0.0,-2.0,0.0,1.0,-0.3272727272727272,0
576,1.0,0.0,4.0,1.4000000000000004,93.0,97.0,6.0,-2.0,-3.0,0.0,-1.0,-0.0142857142857142,0
-395,-1.0,0.2000000000000001,77.0,2.5999999999999996,-104.0,-27.0,-7.0,0.0,2.0,2.0,8.0,0.1074168797953963,1
-416,3.0,1.6999999999999995,30.0,1.2000000000000002,-20.0,10.0,-1.0,4.0,3.0,1.0,-4.0,0.0142857142857142,1
-304,2.0,3.2,114.0,-2.0,-96.0,18.0,2.0,-5.0,0.0,3.0,2.0,-0.409090909090909,0
-600,-4.0,-1.7,-92.0,1.0999999999999996,-24.0,-116.0,-12.0,4.0,1.0,-2.0,-1.0,-0.2625,0
-952,0.0,-1.8000000000000005,-177.0,2.1000000000000005,88.0,-89.0,0.0,-5.0,-2.0,-1.0,-5.0,-0.3181818181818182,0
-42,-2.0,-0.1999999999999997,17.0,-2.0,-219.0,-202.0,-12.0,-4.0,2.0,1.0,0.0,-0.0439560439560439,1
-86,1.0,1.2000000000000002,20.0,2.700000000000001,49.0,69.0,-5.0,0.0,1.0,1.0,0.0,-0.0333333333333333,1
-708,0.0,3.3,39.0,-3.3000000000000007,6.0,45.0,2.0,-2.0,2.0,-1.0,0.0,0.0844155844155843,0
-128,-2.0,-2.0999999999999996,-111.0,-1.4000000000000004,-48.0,-159.0,-10.0,-3.0,1.0,0.0,-1.0,-0.1021671826625387,1
-695,0.0,0.1999999999999997,-2.0,2.4000000000000004,-21.0,-23.0,-6.0,0.0,0.0,4.0,4.0,-0.0423076923076922,1
-2,1.0,-0.2999999999999998,30.0,7.3,70.0,100.0,2.0,2.0,0.0,0.0,3.0,0.0748663101604277,1
282,-1.0,0.2000000000000001,21.0,4.500000000000001,268.0,289.0,3.0,-4.0,-6.0,0.0,-3.0,-0.021978021978022,1
-245,1.0,1.7999999999999998,32.0,-0.9000000000000004,-130.0,-98.0,-6.0,-2.0,2.0,-3.0,2.0,-0.0374999999999999,1
-197,-2.0,-3.8,-220.0,-2.0,6.0,-214.0,-8.0,-5.5,-1.5,-1.0,0.0,-0.2136752136752136,0
382,0.0,-2.7,-66.0,2.0,10.0,-56.0,0.0,-1.0,-1.0,1.0,2.0,-0.0378787878787879,0
-261,0.0,-1.9000000000000004,-130.0,1.0,103.0,-27.0,-5.0,0.0,-1.0,1.0,-3.0,-0.3406593406593406,0
316,-3.0,0.6000000000000001,100.0,-0.7000000000000002,-153.0,-53.0,-3.0,-1.0,-2.0,0.0,0.0,-0.2142857142857143,1
-151,0.0,2.1999999999999997,-33.0,1.0,158.0,125.0,3.0,7.0,4.0,1.0,-1.0,0.0476190476190476,1
305,-1.0,0.5,15.0,-4.0,-78.0,-63.0,-1.0,6.0,5.0,0.0,-2.0,0.3214285714285714,1
-1022,-2.0,-3.7,-191.0,1.5999999999999996,48.0,-143.0,-15.0,5.0,2.0,3.0,-3.0,-0.034965034965035,1
181,0.0,-2.3,-139.0,-0.4000000000000003,74.0,-65.0,-3.0,3.0,1.0,-3.0,-6.0,-0.0784313725490196,0
-117,0.0,3.3,176.0,7.9,7.0,183.0,0.0,5.0,3.0,0.0,7.0,0.2428571428571428,1
992,-2.0,0.6000000000000001,57.0,-0.2999999999999998,-84.0,-27.0,-2.0,-7.0,1.0,2.0,1.0,-0.1971153846153846,1
251,1.0,1.8999999999999997,154.0,0.1,-33.0,121.0,3.0,-4.0,-2.0,6.0,0.0,0.0267857142857142,0
-282,-2.0,-1.2999999999999998,-60.0,-7.6,-199.0,-259.0,-6.0,-5.0,-3.0,1.0,0.0,-0.1517857142857143,0
904,-1.0,0.4999999999999995,117.0,-0.1999999999999993,-153.0,-36.0,-1.0,1.0,0.0,0.0,2.0,0.1666666666666666,1
-433,2.0,1.9000000000000004,45.0,-0.1999999999999993,-14.0,31.0,-4.0,2.0,0.0,1.0,-2.0,0.0476190476190476,1
-482,2.0,0.0999999999999996,-17.0,1.8000000000000007,58.0,41.0,-2.0,-3.0,0.0,0.0,0.0,0.0,1
680,0.0,1.8000000000000007,220.0,-0.7999999999999998,-78.0,142.0,16.0,1.0,0.0,1.0,2.0,0.0615384615384615,1
-54,2.0,-2.2,37.0,0.7999999999999998,4.0,41.0,11.0,-2.0,1.0,0.0,-1.0,0.1714285714285714,1
458,-1.0,3.3,214.0,2.0999999999999996,-152.0,62.0,-9.0,-1.0,-1.0,-2.0,7.0,-0.325,1
-382,-2.0,1.1000000000000003,60.0,0.2000000000000001,-106.0,-46.0,-2.0,-1.0,0.0,1.0,2.0,-0.0606060606060606,1
-376,3.0,1.0,-16.0,0.3000000000000007,142.0,126.0,4.0,-1.0,0.0,3.0,1.0,0.1333333333333333,0
-693,1.0,-2.5999999999999996,-148.0,-4.200000000000001,5.0,-143.0,-6.0,2.0,0.0,-3.0,-11.0,-0.1904761904761905,0
466,0.0,-1.7999999999999998,-43.0,0.4000000000000003,36.0,-7.0,3.0,-7.0,-3.0,-3.0,-4.0,0.1047619047619047,1
740,0.0,1.1999999999999995,177.0,-0.5999999999999996,-136.0,41.0,5.0,-1.0,1.0,0.0,1.0,0.0714285714285714,1
-294,-1.0,-2.3999999999999995,-97.0,1.5,61.0,-36.0,-4.0,-1.0,1.0,2.0,0.0,-0.0196078431372549,1
414,0.0,-0.2000000000000001,73.0,8.0,12.0,85.0,-6.0,-1.0,3.0,0.0,16.0,0.0238095238095238,1
1264,2.0,2.1,92.0,3.6000000000000005,47.0,139.0,1.0,5.0,5.0,5.0,5.0,0.0784313725490196,1
212,-1.0,-1.9,-91.0,-1.7999999999999998,77.0,-14.0,1.0,-1.0,3.0,-1.0,1.0,-0.125,0
577,-2.0,-0.0999999999999996,97.0,11.1,-92.0,5.0,2.0,-2.0,0.0,0.0,3.0,-0.0374999999999999,1
148,3.0,-0.7999999999999998,-47.0,1.7000000000000002,140.0,93.0,4.0,-5.0,-3.0,-1.0,-3.0,0.25,1
532,1.0,0.2999999999999998,72.0,0.9000000000000004,-14.0,58.0,2.0,2.0,2.0,0.0,3.0,0.425,1
80,0.0,-1.9999999999999996,-110.0,-2.1000000000000005,42.0,-68.0,2.0,-4.0,-2.0,1.0,-4.0,-0.1761904761904761,0
-1116,-3.0,-1.5999999999999996,-222.0,1.0999999999999996,54.0,-168.0,-9.0,2.0,-3.0,0.0,-1.0,-0.2833333333333333,1
-132,0.0,-1.1,-120.0,2.5,147.0,27.0,-3.0,-2.0,1.0,2.0,1.0,-0.1376518218623481,0
262,-1.0,1.4000000000000004,75.0,-3.5,-266.0,-191.0,-7.0,-1.0,1.0,5.0,5.0,-0.1025641025641025,1
31,3.0,1.7999999999999998,77.0,-0.2999999999999998,-26.0,51.0,10.0,2.0,0.0,-1.0,-1.0,0.1837606837606837,1
-498,3.0,-0.2999999999999998,-20.0,-1.6000000000000003,12.0,-8.0,6.0,-1.0,-4.0,1.0,-3.0,-0.1128205128205128,0
-418,3.0,1.0999999999999996,45.0,2.0,80.0,125.0,5.0,2.0,3.0,1.0,8.0,0.2610294117647058,1
-73,-1.0,1.9000000000000004,201.0,-2.4000000000000004,-171.0,30.0,6.0,-3.0,0.0,0.0,3.0,0.2637362637362637,1
-552,2.0,3.4000000000000004,118.0,0.2999999999999998,50.0,168.0,-1.0,4.0,1.0,0.0,-1.0,-0.0446428571428571,0
206,0.0,1.5,13.0,0.2999999999999989,9.0,22.0,5.0,5.0,-3.0,1.0,2.0,-0.0555555555555555,1
710,2.0,-3.5999999999999996,85.0,2.3000000000000007,-41.0,44.0,7.0,2.0,-1.0,0.0,3.0,0.1666666666666666,0
286,-1.0,2.5,225.0,0.0999999999999996,-191.0,34.0,-1.0,2.0,0.0,3.0,3.0,0.2333333333333332,1
718,-6.0,-0.6000000000000001,12.0,-3.8,-76.0,-64.0,0.0,0.0,0.0,0.0,-1.0,-0.1433566433566434,1
-1451,1.0,-3.0000000000000004,-294.0,4.0,95.0,-199.0,-11.0,-2.0,-3.0,1.0,5.0,0.0285714285714285,1
-188,0.0,1.6999999999999995,31.0,0.5000000000000009,25.0,56.0,-1.0,0.0,0.0,0.0,3.0,-0.0743034055727553,1
-754,-1.0,1.3000000000000005,138.0,-5.200000000000001,-236.0,-98.0,-11.0,0.0,1.0,0.0,-1.0,0.0,1
-326,2.0,-1.5,-138.0,5.5,241.0,103.0,2.0,-5.0,-2.0,1.0,-1.0,-0.2192307692307692,1
-236,-2.0,2.0,56.0,3.3000000000000007,-209.0,-153.0,-17.0,-9.0,-3.0,0.0,2.0,-0.2637362637362637,0
-558,0.0,-0.3999999999999999,-40.0,0.2999999999999998,-1.0,-41.0,-4.0,-3.0,0.0,3.0,3.0,-0.1642857142857143,1
-176,0.0,-5.0,-309.0,-0.5999999999999996,180.0,-129.0,4.0,-3.0,-2.0,0.0,-2.0,0.0625,0
491,1.0,0.0,-27.0,-2.2,-3.0,-30.0,1.0,7.0,1.0,0.0,1.0,0.0666666666666666,0
1092,-1.0,2.3000000000000003,144.0,2.7,-1.0,143.0,7.0,-5.0,0.0,0.0,4.0,-0.0476190476190476,1
-699,2.0,-0.2999999999999998,-89.0,5.7,154.0,65.0,1.0,1.0,1.0,4.0,1.0,0.0714285714285714,1
-481,-1.0,0.7000000000000002,-6.0,-1.0,5.0,-1.0,-5.0,-3.0,-1.0,1.0,-2.0,0.0999999999999999,0
226,0.0,-4.0,-139.0,-2.5,175.0,36.0,8.0,-1.0,-3.0,0.0,-9.0,0.2222222222222222,0
-138,1.0,-2.5,-64.0,0.5999999999999996,122.0,58.0,7.0,-5.0,-6.0,0.0,4.0,-0.2023809523809524,0
